number,word,phoneme,syllabify,phoneme_syllabify,method
17916,menyelap,məɲəlap,me.nye.lap,mə.ɲəl.ap,manual
17917,menyelaputi,məɲəlaputi,me.nye.la.pu.ti,mə.ɲəl.ap.ut.i,LLM
17918,menyelara,məɲəlara,me.nye.la.ra,mə.ɲəl.ar.a,manual
17919,menyelaraskan,məɲəlaraskan,me.nye.la.ras.kan,mə.ɲəl.ar.ask.an,manual
17920,menyelaras,məɲəlaras,me.nye.la.ras,mə.ɲəl.ar.as,LLM
17921,menyelar,məɲəlar,me.nye.lar,mə.ɲəl.ar,manual
17922,menyelatkan,məɲəlatkan,me.nye.lat.kan,mə.ɲəl.atk.an,manual
17923,menyelat,məɲəlat,me.nye.lat,mə.ɲəl.at,manual
17924,menyelekehi,məɲəlekehi,me.nye.le.kehi,mə.ɲəl.ek.ehi,manual
17925,menyelekoh,məɲəlekoh,me.nye.le.koh,mə.ɲəl.ek.oh,manual
17926,menyeleksi,məɲeleʔsi,me.nye.lek.si,mə.ɲel.eʔs.i,manual
17927,menyelembana,məɲələmbana,me.nye.lem.ba.na,mə.ɲəl.əmb.an.a,manual
17928,menyelempangkan,məɲələmpaŋkan,me.nye.lem.pang.kan,mə.ɲəl.əmp.aŋk.an,manual
17929,menyelendangi,məɲəlendaŋi,me.nye.len.dangi,mə.ɲəl.end.aŋi,manual
17930,menyelendangkan,məɲəlendaŋkan,me.nye.len.dang.kan,mə.ɲəl.end.aŋk.an,manual
17931,menyelendang,məɲəlendaŋ,me.nye.len.dang,mə.ɲəl.end.aŋ,manual
17932,menyelenggarakan,məɲələŋgarakan,me.nye.leng.ga.ra.kan,mə.ɲəl.əŋg.ar.ak.an,manual
17933,menyelesaikan,məɲələsaikan,me.nye.le.sai.kan,mə.ɲəl.əs.aik.an,manual
17934,menyeletuk,məɲələtuʔ,me.nye.le.tuk,mə.ɲəl.ət.uʔ,manual
17935,menyelewengkan,məɲəleweŋkan,me.nye.le.weng.kan,mə.ɲəl.ew.eŋk.an,manual
17936,menyeleweng,məɲəleweŋ,me.nye.le.weng,mə.ɲəl.ew.eŋ,manual
17937,menyelia,məɲəlia,me.nye.lia,mə.ɲəl.ia,manual
17938,menyelidiki,məɲəlidiki,me.nye.li.diki,mə.ɲəl.id.iki,manual
17939,menyelidik,məɲəlidiʔ,me.nye.li.dik,mə.ɲəl.id.iʔ,manual
17940,menyeligi,məɲəligi,me.nye.li.gi,mə.ɲəl.ig.i,manual
17941,menyeligit,məɲəligit,me.nye.li.git,mə.ɲəl.ig.it,manual
17942,menyelimpang,məɲəlimpaŋ,me.nye.lim.pang,mə.ɲəl.imp.aŋ,manual
17943,menyelimpat,məɲəlimpat,me.nye.lim.pat,mə.ɲəl.imp.at,manual
17944,menyelimuti,məɲəlimuti,me.nye.li.muti,mə.ɲəl.im.uti,manual
17945,menyelimutkan,məɲəlimutkan,me.nye.li.mut.kan,mə.ɲəl.im.utk.an,manual
17946,menyelinapkan,məɲəlinapkan,me.nye.li.nap.kan,mə.ɲəl.in.apk.an,manual
17947,menyelinap,məɲəlinap,me.nye.li.nap,mə.ɲəl.in.ap,manual
17948,menyelingar,məɲəliŋar,me.nye.li.ngar,mə.ɲəl.iŋar,manual
17949,menyelingi,məɲəliŋi,me.nye.lingi,mə.ɲəl.iŋi,manual
17950,menyelingkan,məɲəliŋkan,me.nye.ling.kan,mə.ɲəl.iŋk.an,manual
17951,menyelingkit,məɲəliŋkit,me.nye.ling.kit,mə.ɲəl.iŋk.it,manual
17952,menyelingkuhkan,məɲəliŋkuhkan,me.nye.ling.kuh.kan,mə.ɲəl.iŋk.uhk.an,manual
17953,menyelingkup,məɲəliŋkup,me.nye.ling.kup,mə.ɲəl.iŋk.up,manual
17954,menyeling,məɲəliŋ,me.nye.ling,mə.ɲəl.iŋ,manual
17955,menyelipkan,məɲəlipkan,me.nye.lip.kan,mə.ɲəl.ipk.an,manual
17956,menyelip,məɲəlip,me.nye.lip,mə.ɲəl.ip,manual
17957,menyelir,məɲəlir,me.nye.lir,mə.ɲəl.ir,manual
17958,menyelisihi,məɲəlisihi,me.nye.li.si.hi,mə.ɲəl.is.ih.i,LLM
17959,menyelisik,məɲəlisiʔ,me.nye.li.sik,mə.ɲəl.is.iʔ,manual
17960,menyelisipkan,məɲəlisipkan,me.nye.li.sip.kan,mə.ɲəl.is.ipk.an,manual
17961,menyelisir,məɲəlisir,me.nye.li.sir,mə.ɲəl.is.ir,manual
17962,menyelitkan,məɲəlitkan,me.nye.lit.kan,mə.ɲəl.itk.an,manual
17963,menyelomoti,məɲəlomoti,me.nye.lo.moti,mə.ɲəl.om.oti,manual
17964,menyelongkar,məɲəloŋkar,me.nye.long.kar,mə.ɲəl.oŋk.ar,manual
17965,menyelonong,məɲəlonoŋ,me.nye.lo.nong,mə.ɲəl.on.oŋ,manual
17966,menyelot,məɲəlot,me.nye.lot,mə.ɲəl.ot,manual
17967,menyelubungi,məɲəlubuŋi,me.nye.lu.bungi,mə.ɲəl.ub.uŋi,manual
17968,menyelubungkan,məɲəlubuŋkan,me.nye.lu.bung.kan,mə.ɲəl.ub.uŋk.an,manual
17969,menyelubung,məɲəlubuŋ,me.nye.lu.bung,mə.ɲəl.ub.uŋ,manual
17970,menyeluduk,məɲəluduʔ,me.nye.lu.duk,mə.ɲəl.ud.uʔ,manual
17971,menyeludup,məɲəludup,me.nye.lu.dup,mə.ɲəl.ud.up,manual
17972,menyelukat,məɲəlukat,me.nye.lu.kat,mə.ɲəl.uk.at,manual
17973,menyeluk,məɲəluʔ,me.nye.luk,mə.ɲəl.uʔ,manual
17974,menyelundupi,məɲəlundupi,me.nye.lun.dupi,mə.ɲəl.und.upi,manual
17975,menyelundupkan,məɲəlundupkan,me.nye.lun.dup.kan,mə.ɲəl.und.upk.an,manual
17976,menyelundup,məɲəlundup,me.nye.lun.dup,mə.ɲəl.und.up,manual
17977,menyelungkup,məɲəluŋkup,me.nye.lung.kup,mə.ɲəl.uŋk.up,manual
17978,menyeluruhi,məɲəluruhi,me.nye.lu.ruhi,mə.ɲəl.ur.uhi,manual
17979,menyeluruh,məɲəluruh,me.nye.lu.ruh,mə.ɲəl.ur.uh,manual
17980,menyelusuh,məɲəlusuh,me.nye.lu.suh,mə.ɲəl.us.uh,manual
17981,menyelusupkan,məɲəlusupkan,me.nye.lu.sup.kan,mə.ɲəl.us.upk.an,manual
17982,menyelusup,məɲəlusup,me.nye.lu.sup,mə.ɲəl.us.up,manual
17983,menyelusuri,məɲəlusuri,me.nye.lu.suri,mə.ɲəl.us.uri,manual
17984,menyelusurkan,məɲəlusurkan,me.nye.lu.sur.kan,mə.ɲəl.us.urk.an,manual
17985,menyelusur,məɲəlusur,me.nye.lu.sur,mə.ɲəl.us.ur,manual
17986,menyemah,məɲemah,me.nye.mah,mə.ɲem.ah,manual
17987,menyemaikan,məɲəmaikan,me.nye.mai.kan,mə.ɲəm.aik.an,LLM
17988,menyemai,məɲəmai,me.nye.mai,mə.ɲəm.ai,manual
17989,menyemakkan,məɲəmaʔkan,me.nye.mak.kan,mə.ɲəm.aʔk.an,manual
17990,menyemak,məɲemaʔ,me.nye.mak,mə.ɲem.aʔ,manual
17991,menyemak,məɲəmaʔ,me.nye.mak,mə.ɲəm.aʔ,manual
17992,menyemangati,məɲəmaŋati,me.nye.ma.ngati,mə.ɲəm.aŋati,manual
17993,menyemarakkan,məɲəmaraʔkan,me.nye.ma.rak.kan,mə.ɲəm.ar.aʔk.an,manual
17994,menyemarak,məɲəmaraʔ,me.nye.ma.rak,mə.ɲəm.ar.aʔ,manual
17995,menyematkan,məɲəmatkan,me.nye.mat.kan,mə.ɲəm.atk.an,manual
17996,menyemat,məɲəmat,me.nye.mat,mə.ɲəm.at,manual
17997,menyemayamkan,məɲəmajamkan,me.nye.ma.yam.kan,mə.ɲəm.aj.amk.an,manual
17998,menyembahkan,məɲəmbahkan,me.nyem.bah.kan,mə.ɲəmb.ahk.an,manual
17999,menyembah,məɲəmbah,me.nyem.bah,mə.ɲəmb.ah,manual
18000,menyembahyangi,məɲəmbahjaŋi,me.nyem.bah.yangi,mə.ɲəmb.ahj.aŋi,manual
18001,menyembai,məɲembai,me.nyem.bai,mə.ɲemb.ai,manual
18002,menyembamkan,məɲəmbamkan,me.nyem.bam.kan,mə.ɲəmb.amk.an,manual
18003,menyembam,məɲəmbam,me.nyem.bam,mə.ɲəmb.am,manual
18004,menyembarangi,məɲəmbaraŋi,me.nyem.ba.rangi,mə.ɲəmb.ar.aŋi,manual
18005,menyembelih,məɲəmbəlih,me.nyem.be.lih,mə.ɲəmb.əl.ih,manual
18006,menyembilu,məɲəmbilu,me.nyem.bi.lu,mə.ɲəmb.il.u,manual
18007,menyembir,məɲəmbir,me.nyem.bir,mə.ɲəmb.ir,manual
18008,menyemboyankan,məɲəmbojankan,me.nyem.bo.yan.kan,mə.ɲəmb.oj.ank.an,manual
18009,menyembronokan,məɲəmbronokan,me.nyem.bro.no.kan,mə.ɲəmb.ron.ok.an,manual
18010,menyembuhkan,məɲəmbuhkan,me.nyem.buh.kan,mə.ɲəmb.uhk.an,manual
18011,menyembulkan,məɲəmbulkan,me.nyem.bul.kan,mə.ɲəmb.ulk.an,manual
18012,menyembul,məɲəmbul,me.nyem.bul,mə.ɲəmb.ul,manual
18013,menyembunyikan,məɲəmbuɲikan,me.nyem.bu.nyi.kan,mə.ɲəmb.uɲ.ika.n,manual
18014,menyemburi,məɲəmburi,me.nyem.buri,mə.ɲəmb.uri,manual
18015,menyemburkan,məɲəmburkan,me.nyem.bur.kan,mə.ɲəmb.urk.an,manual
18016,menyembur,məɲəmbur,me.nyem.bur,mə.ɲəmb.ur,manual
18017,menyemenda,məɲəmənda,me.nye.men.da,mə.ɲəm.ənd.a,LLM
18018,menyemen,məɲəmen,me.nye.men,mə.ɲəm.en,manual
18019,menyemir,məɲəmir,me.nye.mir,mə.ɲəm.ir,manual
18020,menyempadani,məɲəmpadani,me.nyem.pa.dani,mə.ɲəmp.ad.ani,manual
18021,menyempal,məɲəmpal,me.nyem.pal,mə.ɲəmp.al,manual
18022,menyempang,məɲempaŋ,me.nyem.pang,mə.ɲemp.aŋ,manual
18023,menyempati,məɲəmpati,me.nyem.pati,mə.ɲəmp.ati,manual
18024,menyempatkan,məɲəmpatkan,me.nyem.pat.kan,mə.ɲəmp.atk.an,manual
18025,menyempat,məɲəmpat,me.nyem.pat,mə.ɲəmp.at,manual
18026,menyempenakan,məɲəmpənakan,me.nyem.pe.na.kan,mə.ɲəmp.ən.ak.an,manual
18027,menyempil,məɲəmpil,me.nyem.pil,mə.ɲəmp.il,manual
18028,menyempitkan,məɲəmpitkan,me.nyem.pit.kan,mə.ɲəmp.itk.an,manual
18029,menyempit,məɲəmpit,me.nyem.pit,mə.ɲəmp.it,LLM
18030,menyemprit,məɲəmprit,me.nyem.prit,mə.ɲəmp.rit,manual
18031,menyemproti,məɲəmproti,me.nyem.proti,mə.ɲəmp.roti,manual
18032,menyemprotkan,məɲəmprotkan,me.nyem.prot.kan,mə.ɲəmp.rotk.an,manual
18033,menyemprot,məɲəmprot,me.nyem.prot,mə.ɲəmp.rot,manual
18034,menyempurnakan,məɲəmpurnakan,me.nyem.pur.na.kan,mə.ɲəmp.urn.ak.an,manual
18035,menyemui,məɲəmui,me.nye.mui,mə.ɲəm.ui,manual
18036,menyemu,məɲəmu,me.nye.mu,mə.ɲəm.u,manual
18037,menyemur,məɲəmur,me.nye.mur,mə.ɲəm.ur,manual
18038,menyemut,məɲəmut,me.nye.mut,mə.ɲəm.ut,manual
18039,menyenakkan,məɲənaʔkan,me.nye.nak.kan,mə.ɲən.aʔk.an,manual
18040,menyenak,məɲənaʔ,me.nye.nak,mə.ɲən.aʔ,manual
18041,menyenandungkan,məɲənanduŋkan,me.nye.nan.dung.kan,mə.ɲən.and.uŋk.an,manual
18042,menyenangi,məɲənaŋi,me.nye.nangi,mə.ɲən.aŋi,manual
18043,menyenangkan,məɲənaŋkan,me.nye.nang.kan,mə.ɲən.aŋk.an,manual
18044,menyenaraikan,məɲənaraikan,me.nye.na.rai.kan,mə.ɲən.ar.aik.an,manual
18045,menyendalkan,məɲəndalkan,me.nyen.dal.kan,mə.ɲənd.alk.an,manual
18046,menyendal,məɲəndal,me.nyen.dal,mə.ɲənd.al,manual
18047,menyendat,məɲəndat,me.nyen.dat,mə.ɲənd.at,manual
18048,menyendengkan,məɲendeŋkan,me.nyen.deng.kan,mə.ɲend.eŋk.an,manual
18049,menyendeng,məɲendeŋ,me.nyen.deng,mə.ɲend.eŋ,manual
18050,menyendikan,məɲəndikan,me.nyen.di.kan,mə.ɲənd.ik.an,manual
18051,menyendi,məɲəndi,me.nyen.di,mə.ɲənd.i,manual
18052,menyendirikan,məɲəndirikan,me.nyen.di.ri.kan,mə.ɲənd.ir.ik.an,manual
18053,menyendiri,məɲəndiri,me.nyen.di.ri,mə.ɲənd.ir.i,manual
18054,menyendok,məɲendoʔ,me.nyen.dok,mə.ɲend.oʔ,manual
18055,menyengaja,məɲəŋadʒa,me.nye.nga.ja,mə.ɲəŋad.ʒa,manual
18056,menyengam,məɲəŋam,me.nye.ngam,mə.ɲəŋam,manual
18057,menyengapkan,məɲəŋapkan,me.nye.ngap.kan,mə.ɲəŋapk.an,manual
18058,menyengap,məɲəŋap,me.nye.ngap,mə.ɲəŋap,manual
18059,menyengat,məɲəŋat,me.nye.ngat,mə.ɲəŋat,manual
18060,menyengaukan,məɲəŋaukan,me.nye.ngau.kan,mə.ɲəŋauk.an,manual
18061,menyengau,məɲəŋau,me.nye.ngau,mə.ɲəŋau,manual
18062,menyengetkan,məɲeŋetkan,me.nye.nget.kan,mə.ɲeŋetk.an,manual
18063,menyenget,məɲeŋet,me.nye.nget,mə.ɲeŋet,manual
18064,menyenggaki,məɲəŋgaki,me.nyeng.gaki,mə.ɲəŋg.aki,manual
18065,menyenggak,məɲəŋgaʔ,me.nyeng.gak,mə.ɲəŋg.aʔ,manual
18066,menyenggangkan,məɲəŋgaŋkan,me.nyeng.gang.kan,mə.ɲəŋg.aŋk.an,manual
18067,menyenggau,məɲəŋgau,me.nyeng.gau,mə.ɲəŋg.au,manual
18068,menyengget,məɲeŋget,me.nyeng.get,mə.ɲeŋg.et,manual
18069,menyenggol,məɲeŋgol,me.nyeng.gol,mə.ɲeŋg.ol,manual
18070,menyengguk,məɲəŋguʔ,me.nyeng.guk,mə.ɲəŋg.uʔ,manual
18071,menyengihkan,məɲəŋihkan,me.nyen.gih.kan,mə.ɲəŋ.ihk.an,LLM
18072,menyengih,məɲəŋih,me.nye.ngih,mə.ɲəŋih,manual
18073,menyengir,məɲəŋir,me.nye.ngir,mə.ɲəŋir,manual
18074,menyengit,məɲəŋit,me.nye.ngit,mə.ɲəŋit,manual
18075,menyengkak,məɲəŋkaʔ,me.nyeng.kak,mə.ɲəŋk.aʔ,manual
18076,menyengkang,məɲeŋkaŋ,me.nyeng.kang,mə.ɲeŋk.aŋ,manual
18077,menyengkang,məɲəŋkaŋ,me.nyeng.kang,mə.ɲəŋk.aŋ,manual
18078,menyengkela,məɲəŋkəla,me.nyeng.ke.la,mə.ɲəŋk.əl.a,manual
18079,menyengkelangkan,məɲəŋkəlaŋkan,me.nyeng.ke.lang.kan,mə.ɲəŋk.əl.aŋk.an,manual
18080,menyengkelit,məɲəŋkəlit,me.nyeng.ke.lit,mə.ɲəŋk.əl.it,manual
18081,menyengsarakan,məɲəŋsarakan,me.nyeng.sa.ra.kan,mə.ɲəŋs.ar.ak.an,manual
18082,menyenguk,məɲəŋuʔ,me.nye.nguk,mə.ɲəŋuʔ,manual
18083,menyensus,məɲensus,me.nyen.sus,mə.ɲens.us,manual
18084,menyentakkan,məɲəntaʔkan,me.nyen.tak.kan,mə.ɲənt.aʔk.an,manual
18085,menyentak,məɲəntaʔ,me.nyen.tak,mə.ɲənt.aʔ,manual
18086,menyentalkan,məɲəntalkan,me.nyen.tal.kan,mə.ɲənt.alk.an,manual
18087,menyental,məɲəntal,me.nyen.tal,mə.ɲənt.al,manual
18088,menyentil,məɲəntil,me.nyen.til,mə.ɲənt.il,manual
18089,menyentosakan,məɲəntosakan,me.nyen.to.sa.kan,mə.ɲənt.os.ak.an,manual
18090,menyentuhkan,məɲəntuhkan,me.nyen.tuh.kan,mə.ɲənt.uhk.an,manual
18091,menyentuh,məɲəntuh,me.nyen.tuh,mə.ɲənt.uh,manual
18092,menyenyumi,məɲəɲumi,me.nye.nyumi,mə.ɲəɲ.umi,manual
18093,menyepah,məɲəpah,me.nye.pah,mə.ɲəp.ah,manual
18094,menyepakati,məɲəpakati,me.nye.pa.kati,mə.ɲəp.ak.ati,manual
18095,menyepakkan,məɲepaʔkan,me.nye.pak.kan,mə.ɲep.aʔk.an,manual
18096,menyepak,məɲepaʔ,me.nye.pak,mə.ɲep.aʔ,manual
18097,menyepak,məɲəpaʔ,me.nye.pak,mə.ɲəp.aʔ,manual
18098,menyepan,məɲəpan,me.nye.pan,mə.ɲəp.an,manual
18099,menyepatui,məɲəpatui,me.nye.pa.tui,mə.ɲəp.at.ui,manual
18100,menyepelekan,məɲəpelekan,me.nye.pe.le.kan,mə.ɲəp.el.ek.an,manual
18101,menyepel,məɲəpel,me.nye.pel,mə.ɲəp.el,manual
18102,menyepertikan,məɲəpərtikan,me.nye.per.ti.kan,mə.ɲəp.ərt.ik.an,manual
18103,menyepikan,məɲəpikan,me.nye.pi.kan,mə.ɲəp.ik.an,manual
18104,menyepi,məɲəpi,me.nye.pi,mə.ɲəp.i,manual
18105,menyepit,məɲəpit,me.nye.pit,mə.ɲəp.it,manual
18106,menyepuh,məɲəpuh,me.nye.puh,mə.ɲəp.uh,manual
18107,menyepuk,məɲəpuʔ,me.nye.puk,mə.ɲəp.uʔ,manual
18108,menyerahi,məɲərahi,me.nye.rahi,mə.ɲər.ahi,manual
18109,menyerahkan,məɲərahkan,me.nye.rah.kan,mə.ɲər.ahk.an,manual
18110,menyerah,məɲərah,me.nye.rah,mə.ɲər.ah,manual
18111,menyerah-terimakan,məɲərahtərimakan,me.nye.rah.te.ri.ma.kan,mə.ɲər.aht.ər.im.ak.an,LLM
18112,menyerakkan,məɲeraʔkan,me.nye.rak.kan,mə.ɲer.aʔk.an,manual
18113,menyerak,məɲeraʔ,me.nye.rak,mə.ɲer.aʔ,manual
18114,menyeramkan,məɲəramkan,me.nye.ram.kan,mə.ɲər.amk.an,manual
18115,menyerampang,məɲərampaŋ,me.nye.ram.pang,mə.ɲər.amp.aŋ,manual
18116,menyeranah,məɲəranah,me.nye.ra.nah,mə.ɲər.an.ah,manual
18117,menyerana,məɲərana,me.nye.ra.na,mə.ɲər.an.a,manual
18118,menyerandang,məɲərandaŋ,me.nye.ran.dang,mə.ɲər.and.aŋ,manual
18119,menyeranggung,məɲəraŋguŋ,me.nye.rang.gung,mə.ɲər.aŋg.uŋ,manual
18120,menyerangi,məɲəraŋi,me.nye.ran.gi,mə.ɲər.aŋ.i,LLM
18121,menyerang,məɲəraŋ,me.nye.rang,mə.ɲər.aŋ,manual
18122,menyerangsang,məɲəraŋsaŋ,me.nye.rang.sang,mə.ɲər.aŋs.aŋ,manual
18123,menyeranikan,məɲəranikan,me.nye.ra.ni.kan,mə.ɲər.an.ik.an,manual
18124,menyerantakan,məɲərantakan,me.nye.ran.ta.kan,mə.ɲər.ant.ak.an,manual
18125,menyerapah,məɲərapah,me.nye.ra.pah,mə.ɲər.ap.ah,LLM
18126,menyerapkan,məɲerapkan,me.nye.rap.kan,mə.ɲer.apk.an,LLM
18127,menyerapkan,məɲərapkan,me.nye.rap.kan,mə.ɲər.apk.an,LLM
18128,menyerap,məɲərap,me.nye.rap,mə.ɲər.ap,manual
18129,menyerasikan,məɲərasikan,me.nye.ra.si.kan,mə.ɲər.as.ik.an,manual
18130,menyeratkan,məɲəratkan,me.nye.rat.kan,mə.ɲər.atk.an,manual
18131,menyeraya,məɲəraja,me.nye.ra.ya,mə.ɲər.aj.a,manual
18132,menyerbakkan,məɲərbaʔkan,me.nyer.bak.kan,mə.ɲərb.aʔk.an,manual
18133,menyerbak,məɲərbaʔ,me.nyer.bak,mə.ɲərb.aʔ,manual
18134,menyerbukan,məɲərbukan,me.nyer.bu.kan,mə.ɲərb.uk.an,manual
18135,menyerbuki,məɲərbuki,me.nyer.buki,mə.ɲərb.uki,manual
18136,menyerbukkan,məɲərbuʔkan,me.nyer.buk.kan,mə.ɲərb.uʔk.an,manual
18137,menyerbuk,məɲərbuʔ,me.nyer.buk,mə.ɲərb.uʔ,manual
18138,menyerbu,məɲərbu,me.nyer.bu,mə.ɲərb.u,manual
18139,menyerempak,məɲərəmpaʔ,me.nye.rem.pak,mə.ɲər.əmp.aʔ,manual
18140,menyerendengkan,məɲərendeŋkan,me.nye.ren.deng.kan,mə.ɲər.end.eŋk.an,manual
18141,menyerendeng,məɲərendeŋ,me.nye.ren.deng,mə.ɲər.end.eŋ,manual
18142,menyerepi,məɲərəpi,me.nye.repi,mə.ɲər.əpi,manual
18143,menyeret,məɲeret,me.nye.ret,mə.ɲer.et,manual
18144,menyergah,məɲərgah,me.nyer.gah,mə.ɲərg.ah,manual
18145,menyergap,məɲərgap,me.nyer.gap,mə.ɲərg.ap,manual
18146,menyerikan,məɲərikan,me.nye.ri.kan,mə.ɲər.ik.an,manual
18147,menyerikati,məɲərikati,me.nye.ri.kati,mə.ɲər.ik.ati,manual
18148,menyerikatkan,məɲərikatkan,me.nye.ri.kat.kan,mə.ɲər.ik.atk.an,manual
18149,menyeri,məɲəri,me.nye.ri,mə.ɲər.i,manual
18150,menyerimpung,məɲərimpuŋ,me.nye.rim.pung,mə.ɲər.imp.uŋ,manual
18151,menyerindaikan,məɲərindaikan,me.nye.rin.dai.kan,mə.ɲər.ind.aik.an,manual
18152,menyeringing,məɲəriŋiŋ,me.nye.ri.nging,mə.ɲər.iŋiŋ,manual
18153,menyering,məɲəriŋ,me.nye.ring,mə.ɲər.iŋ,manual
18154,menyerit,məɲərit,me.nye.rit,mə.ɲər.it,manual
18155,menyerkah,məɲərkah,me.nyer.kah,mə.ɲərk.ah,manual
18156,menyerkai,məɲərkai,me.nyer.kai,mə.ɲərk.ai,manual
18157,menyerkapi,məɲərkapi,me.nyer.ka.pi,mə.ɲərk.ap.i,manual
18158,menyerkap,məɲərkap,me.nyer.kap,mə.ɲərk.ap,manual
18159,menyerkup,məɲərkup,me.nyer.kup,mə.ɲərk.up,manual
18160,menyernak,məɲərnaʔ,me.nyer.nak,mə.ɲərn.aʔ,manual
18161,menyerobot,məɲərobot,me.nye.ro.bot,mə.ɲər.ob.ot,manual
18162,menyerok,məɲeroʔ,me.nye.rok,mə.ɲer.oʔ,manual
18163,menyerondong,məɲərondoŋ,me.nye.ron.dong,mə.ɲər.ond.oŋ,manual
18164,menyerongkan,məɲeroŋkan,me.nye.rong.kan,mə.ɲer.oŋk.an,manual
18165,menyerong,məɲeroŋ,me.nye.rong,mə.ɲer.oŋ,manual
18166,menyeronokkan,məɲəronoʔkan,me.nye.ro.nok.kan,mə.ɲər.on.oʔk.an,manual
18167,menyeropot,məɲəropot,me.nye.ro.pot,mə.ɲər.op.ot,manual
18168,menyerosoh,məɲərosoh,me.nye.ro.soh,mə.ɲər.os.oh,manual
18169,menyerot,məɲərot,me.nye.rot,mə.ɲər.ot,manual
18170,menyerpih,məɲərpih,me.nyer.pih,mə.ɲərp.ih,manual
18171,menyertai,məɲərtai,me.nyer.tai,mə.ɲərt.ai,manual
18172,menyertakan,məɲərtakan,me.nyer.ta.kan,mə.ɲərt.ak.an,manual
18173,menyertifikatkan,məɲertifikatkan,me.nyer.ti.fi.kat.kan,mə.ɲert.if.ik.atk.an,manual
18174,menyertu,məɲərtu,me.nyer.tu,mə.ɲərt.u,manual
18175,menyeruak,məɲəruaʔ,me.nye.ru.ak,mə.ɲər.ua.ʔ,manual
18176,menyerudi,məɲərudi,me.nye.ru.di,mə.ɲər.ud.i,manual
18177,menyeruduk,məɲəruduʔ,me.nye.ru.duk,mə.ɲər.ud.uʔ,manual
18178,menyeruit,məɲəruit,me.nye.ru.it,mə.ɲər.ui.t,manual
18179,menyerukan,məɲərukan,me.nye.ru.kan,mə.ɲər.uk.an,manual
18180,menyeru,məɲəru,me.nye.ru,mə.ɲər.u,manual
18181,menyerum,məɲerum,me.nye.rum,mə.ɲer.um,manual
18182,menyerunda,məɲərunda,me.nye.run.da,mə.ɲər.und.a,manual
18183,menyerundang,məɲərundaŋ,me.nye.run.dang,mə.ɲər.und.aŋ,manual
18184,menyerupai,məɲərupai,me.nye.ru.pai,mə.ɲər.up.ai,manual
18185,menyerupakan,məɲərupakan,me.nye.ru.pa.kan,mə.ɲər.up.ak.an,manual
18186,menyeruput,məɲəruput,me.nye.ru.put,mə.ɲər.up.ut,manual
18187,menyerut,məɲərut,me.nye.rut,mə.ɲər.ut,manual
18188,menyervis,məɲervis,me.nyer.vis,mə.ɲerv.is,manual
18189,menyesah,məɲəsah,me.nye.sah,mə.ɲəs.ah,manual
18190,menyesakkan,məɲəsaʔkan,me.nye.sak.kan,mə.ɲəs.aʔk.an,manual
18191,menyesak,məɲəsaʔ,me.nye.sak,mə.ɲəs.aʔ,manual
18192,menyesali,məɲəsali,me.nye.sali,mə.ɲəs.ali,manual
18193,menyesalkan,məɲəsalkan,me.nye.sal.kan,mə.ɲəs.alk.an,manual
18194,menyesal,məɲəsal,me.nye.sal,mə.ɲəs.al,manual
18195,menyesap,məɲəsap,me.nye.sap,mə.ɲəs.ap,manual
18196,menyesarkan,məɲəsarkan,me.nye.sar.kan,mə.ɲəs.ark.an,manual
18197,menyesar,məɲəsar,me.nye.sar,mə.ɲəs.ar,manual
18198,menyesatkan,məɲəsatkan,me.nye.sat.kan,mə.ɲəs.atk.an,manual
18199,menyesuaikan,məɲəsuaikan,me.nye.su.ai.kan,mə.ɲəs.ua.ik.an,manual
18200,menyetan,məɲetan,me.nye.tan,mə.ɲet.an,manual
18201,menyetelengkan,məɲəteleŋkan,me.nye.te.leng.kan,mə.ɲət.el.eŋk.an,manual
18202,menyetel,məɲətel,me.nye.tel,mə.ɲət.el,manual
18203,menyetem,məɲətem,me.nye.tem,mə.ɲət.em,manual
18204,menyeterui,məɲətərui,me.nye.te.rui,mə.ɲət.ər.ui,manual
18205,menyetik,məɲətiʔ,me.nye.tik,mə.ɲət.iʔ,manual
18206,menyetir,məɲətir,me.nye.tir,mə.ɲət.ir,manual
18207,menyetop,məɲətop,me.nye.top,mə.ɲət.op,manual
18208,menyetorkan,məɲətorkan,me.nye.tor.kan,mə.ɲət.ork.an,manual
18209,menyetor,məɲətor,me.nye.tor,mə.ɲət.or,manual
18210,menyetrap,məɲətrap,me.nyet.rap,mə.ɲətr.ap,manual
18211,menyetrika,məɲətrika,me.nyet.ri.ka,mə.ɲətr.ik.a,manual
18212,menyetrip,məɲətrip,me.nyet.rip,mə.ɲətr.ip,manual
18213,menyetrum,məɲətrum,me.nyet.rum,mə.ɲətr.um,manual
18214,menyetui,məɲətui,me.nye.tui,mə.ɲət.ui,manual
18215,menyetujui,məɲətudʒui,me.nye.tu.jui,mə.ɲət.ud.ʒui,manual
18216,menyetum,məɲətum,me.nye.tum,mə.ɲət.um,manual
18217,menyetup,məɲətup,me.nye.tup,mə.ɲət.up,manual
18218,menyewakan,məɲewakan,me.nye.wa.kan,mə.ɲew.ak.an,manual
18219,menyewa,məɲewa,me.nye.wa,mə.ɲew.a,manual
18220,menyiangi,məɲiaŋi,me.nyi.angi,mə.ɲia.ŋi,manual
18221,menyiapkan,məɲiapkan,me.nyi.ap.kan,mə.ɲia.pk.an,manual
