word,phoneme,word_syllable_sequence,phoneme_syllable_sequence
bermasyarakat,bərmasjarakat,ber.ma.sya.ra.kat,bər.ma.sja.ra.kat
bermata,bərmata,ber.ma.ta,bər.ma.ta
bermat,bərmat,ber.mat,bər.mat
bermaya,bərmaja,ber.ma.ya,bər.ma.ja
bermeditasi,bərmeditasi,ber.me.di.ta.si,bər.me.di.ta.si
bermegah,bərməgah,ber.me.gah,bər.mə.gah
bermekaran,bərməkaran,ber.me.kar.an,bər.mə.kar.an
bermenantu,bərmənantu,ber.me.nan.tu,bər.mə.nan.tu
bermenantukan,bərmənantukan,ber.me.nan.tu.kan,bər.mə.nan.tu.kan
bermengkal,bərməŋkal,ber.meng.kal,bər.məŋ.kal
bermenung,bərmənuŋ,ber.me.nung,bər.mə.nuŋ
bermerek,bərmerəʔ,ber.me.rek,bər.me.rəʔ
bermesin,bərməsin,ber.me.sin,bər.mə.sin
bermesraan,bərməsraʔan,ber.mes.ra.an,bər.məs.ra.ʔan
bermesra,bərməsra,ber.mes.ra,bər.məs.ra
bermeterai,bərmətərai,ber.me.te.rai,bər.mə.tə.rai
bermi,bərmi,ber.mi,bər.mi
bermilik,bərmiliʔ,ber.mi.lik,bər.mi.liʔ
bermimpi,bərmimpi,ber.mim.pi,bər.mim.pi
berminat,bərminat,ber.mi.nat,bər.mi.nat
berminyak,bərmiɲaʔ,ber.mi.nyak,bər.mi.ɲaʔ
bermobil,bərmobil,ber.mo.bil,bər.mo.bil
bermodal,bərmodal,ber.mo.dal,bər.mo.dal
bermoral,bərmoral,ber.mo.ral,bər.mo.ral
bermotif,bərmotif,ber.mo.tif,bər.mo.tif
bermotifkan,bərmotifkan,ber.mo.tif.kan,bər.mo.tif.kan
bermotor,bərmotor,ber.mo.tor,bər.mo.tor
bermuara,bərmuara,ber.mu.a.ra,bər.mu.a.ra
bermuda,bərmuda,ber.mu.da,bər.mu.da
bermuka,bərmuka,ber.mu.ka,bər.mu.ka
bermukim,bərmukim,ber.mu.kim,bər.mu.kim
bermula,bərmula,ber.mu.la,bər.mu.la
bermulut,bərmulut,ber.mu.lut,bər.mu.lut
bermunculan,bərmuntʃulan,ber.mun.cul.an,bər.mun.tʃul.an
bermurah,bərmurah,ber.mu.rah,bər.mu.rah
bermusim,bərmusim,ber.mu.sim,bər.mu.sim
bermusuhan,bərmusuhan,ber.mu.suh.an,bər.mu.suh.an
bermusuh,bərmusuh,ber.mu.suh,bər.mu.suh
bermusyawarah,bərmusjawarah,ber.mu.sya.wa.rah,bər.mu.sja.wa.rah
bermutu,bərmutu,ber.mu.tu,bər.mu.tu
bernada,bərnada,ber.na.da,bər.na.da
bernafas,bərnafas,ber.na.fas,bər.na.fas
bernafkah,bərnafkah,ber.naf.kah,bər.naf.kah
bernafsu,bərnafsu,ber.naf.su,bər.naf.su
bernama,bərnama,ber.na.ma,bər.na.ma
bernanah,bərnanah,ber.na.nah,bər.na.nah
bernapas,bərnapas,ber.na.pas,bər.na.pas
bernas,bərnas,ber.nas,bər.nas
bernasib,bərnasib,ber.na.sib,bər.na.sib
bernaung,bərnauŋ,ber.na.ung,bər.na.uŋ
bernegara,bərnəgara,ber.ne.ga.ra,bər.nə.ga.ra
bernga,bərŋa,ber.nga,bər.ŋa
berniaga,bərniaga,ber.ni.a.ga,bər.ni.a.ga
berniat,bərniat,ber.ni.at,bər.ni.at
bernikah,bərnikah,ber.ni.kah,bər.ni.kah
bernilai,bərnilai,ber.ni.lai,bər.ni.lai
bernobat,bərnobat,ber.no.bat,bər.no.bat
bernoda,bərnoda,ber.no.da,bər.no.da
bernomor,bərnomor,ber.no.mor,bər.no.mor
bernostalgia,bərnostalgia,ber.nos.tal.gi.a,bər.nos.tal.gi.a
bernubuat,bərnubuat,ber.nu.bu.at,bər.nu.bu.at
bernyala,bərɲala,ber.nya.la,bər.ɲa.la
bernyanyi,bərɲaɲi,ber.nya.nyi,bər.ɲa.ɲi
bernyawa,bərɲawa,ber.nya.wa,bər.ɲa.wa
berobat,bərobat,ber.o.bat,bər.ʔo.bat
beroci,bərotʃi,be.ro.ci,bə.ro.tʃi
beroda,bəroda,be.ro.da,bə.ro.da
beroga,bəroga,be.ro.ga,bə.ro.ga
berok,beroʔ,be.rok,be.roʔ
berok,bəroʔ,be.rok,bə.roʔ
beroleh,bəroleh,ber.o.leh,bər.ʔo.leh
berombak,bərombaʔ,ber.om.bak,bər.ʔom.baʔ
beronang,bəronaŋ,be.ro.nang,bə.ro.naŋ
beronani,bəronani,ber.o.na.ni,bər.ʔo.na.ni
berondong,bərondoŋ,be.ron.dong,bə.ron.doŋ
berong,beroŋ,be.rong,be.roŋ
berongga,bəroŋga,be.rong.ga,bə.roŋ.ga
berongsang,bəroŋsaŋ,be.rong.sang,bə.roŋ.saŋ
berongsong,bəroŋsoŋ,be.rong.song,bə.roŋ.soŋ
beronjong,bərondʒoŋ,be.ron.jong,bə.ron.dʒoŋ
beronok,bəronoʔ,be.ro.nok,bə.ro.noʔ
berontak,bərontaʔ,be.ron.tak,bə.ron.taʔ
beroperasi,bəropərasi,ber.o.pe.ra.si,bər.ʔo.pə.ra.si
berorientasi,bərorientasi,ber.o.ri.en.ta.si,bər.ʔo.ri.en.ta.si
berorientasikan,bərorientasikan,ber.o.ri.en.ta.si.kan,bər.ʔo.ri.en.ta.si.kan
berosot,bərosot,be.ro.sot,bə.ro.sot
berpacaran,bərpatʃaran,ber.pa.car.an,bər.pa.tʃar.an
berpacar,bərpatʃar,ber.pa.car,bər.pa.tʃar
berpadanan,bərpadanan,ber.pa.dan.an,bər.pa.dan.an
berpadu,bərpadu,ber.pa.du,bər.pa.du
berpagar,bərpagar,ber.pa.gar,bər.pa.gar
berpaham,bərpaham,ber.pa.ham,bər.pa.ham
berpahat,bərpahat,ber.pa.hat,bər.pa.hat
berpakaian,bərpakaian,ber.pa.kai.an,bər.pa.kai.an
berpaling,bərpaliŋ,ber.pa.ling,bər.pa.liŋ
berpamitan,bərpamitan,ber.pa.mit.an,bər.pa.mit.an
berpandangan,bərpandaŋan,ber.pan.dang.an,bər.pan.daŋ.an
berpandu,bərpandu,ber.pan.du,bər.pan.du
berpangkalan,bərpaŋkalan,ber.pang.kal.an,bər.paŋ.kal.an
berpangkal,bərpaŋkal,ber.pang.kal,bər.paŋ.kal
berpangkat,bərpaŋkat,ber.pang.kat,bər.paŋ.kat
berpangku,bərpaŋku,ber.pang.ku,bər.paŋ.ku
berpanjangan,bərpandʒaŋan,ber.pan.jang.an,bər.pan.dʒaŋ.an
berpantang,bərpantaŋ,ber.pan.tang,bər.pan.taŋ
berpantingan,bərpantiŋan,ber.pan.ting.an,bər.pan.tiŋ.an
berpantun,bərpantun,ber.pan.tun,bər.pan.tun
berpartai,bərpartai,ber.par.tai,bər.par.tai
berpartisipasi,bərpartisipasi,ber.par.ti.si.pa.si,bər.par.ti.si.pa.si
berpasangan,bərpasaŋan,ber.pa.sang.an,bər.pa.saŋ.an
berpasir,bərpasir,ber.pa.sir,bər.pa.sir
berpasukan,bərpasukan,ber.pa.suk.an,bər.pa.suk.an
berpatah,bərpatah,ber.pa.tah,bər.pa.tah
berpatutan,bərpatutan,ber.pa.tut.an,bər.pa.tut.an
berpaut,bərpaut,ber.pa.ut,bər.pa.ut
berpecahan,bərpətʃahan,ber.pe.cah.an,bər.pə.tʃah.an
berpecah,bərpətʃah,ber.pe.cah,bər.pə.tʃah
berpedoman,bərpədoman,ber.pe.do.man,bər.pə.do.man
berpegangan,bərpəgaŋan,ber.pe.gang.an,bər.pə.gaŋ.an
berpegang,bərpəgaŋ,ber.pe.gang,bər.pə.gaŋ
berpelana,bərpəlana,ber.pe.la.na,bər.pə.la.na
berpelesir,bərpələsir,ber.pe.le.sir,bər.pə.lə.sir
berpelitur,bərpəlitur,ber.pe.li.tur,bər.pə.li.tur
berpeluang,bərpəluaŋ,ber.pe.lu.ang,bər.pə.lu.aŋ
berpeluh,bərpəluh,ber.pe.luh,bər.pə.luh
berpelukan,bərpəlukan,ber.pe.luk.an,bər.pə.luk.an
berpeluk,bərpəluʔ,ber.pe.luk,bər.pə.luʔ
berpeluru,bərpəluru,ber.pe.lu.ru,bər.pə.lu.ru
berpembawaan,bərpəmbawaʔan,ber.pem.ba.wa.an,bər.pəm.ba.wa.ʔan
berpencaran,bərpəntʃaran,ber.pen.car.an,bər.pən.tʃar.an
berpencar,bərpəntʃar,ber.pen.car,bər.pən.tʃar
berpendapat,bərpəndapat,ber.pen.da.pat,bər.pən.da.pat
berpendaran,bərpendaran,ber.pen.dar.an,bər.pen.dar.an
berpendar,bərpendar,ber.pen.dar,bər.pen.dar
berpendar,bərpəndar,ber.pen.dar,bər.pən.dar
berpendidikan,bərpəndidikan,ber.pen.di.dik.an,bər.pən.di.dik.an
berpendirian,bərpəndirian,ber.pen.di.ri.an,bər.pən.di.ri.an
berpengalaman,bərpəŋalaman,ber.peng.a.lam.an,bər.pəŋ.a.lam.an
berpengaruh,bərpəŋaruh,ber.pe.nga.ruh,bər.pə.ŋa.ruh
berpengetahuan,bərpəŋətahuan,ber.pe.nge.ta.hu.an,bər.pə.ŋə.ta.hu.an
berpenggalan,bərpəŋgalan,ber.peng.gal.an,bər.pəŋ.gal.an
berpengharapan,bərpəŋharapan,ber.peng.ha.rap.an,bər.pəŋ.ha.rap.an
berpenghasilan,bərpəŋhasilan,ber.peng.ha.sil.an,bər.pəŋ.ha.sil.an
berpenghuni,bərpəŋhuni,ber.peng.hu.ni,bər.pəŋ.hu.ni
berpentas,bərpəntas,ber.pen.tas,bər.pən.tas
berpentingan,bərpəntiŋan,ber.pen.ting.an,bər.pən.tiŋ.an
berpenumpang,bərpənumpaŋ,ber.pe.num.pang,bər.pə.num.paŋ
berpenyakit,bərpəɲakit,ber.pe.nya.kit,bər.pə.ɲa.kit
berperahu,bərpərahu,ber.pe.ra.hu,bər.pə.ra.hu
berperanan,bərpəranan,ber.pe.ran.an,bər.pə.ran.an
berperan,bərpəran,ber.pe.ran,bər.pə.ran
berperangai,bərpəraŋai,ber.pe.ra.ngai,bər.pə.ra.ŋai
berperang,bərpəraŋ,ber.pe.rang,bər.pə.raŋ
berperasaan,bərpərasaʔan,ber.pe.ra.sa.an,bər.pə.ra.sa.ʔan
berperata,bərpərata,ber.pe.ra.ta,bər.pə.ra.ta
berperawakan,bərpərawakan,ber.per.a.wak.an,bər.pər.a.wak.an
berper,bərper,ber.per,bər.per
berperi,bərpəri,ber.pe.ri,bər.pə.ri
berperikemanusiaan,bərpərikəmanusiaʔan,ber.pe.ri.ke.ma.nu.si.a.an,bər.pə.ri.kə.ma.nu.si.a.ʔan
berperilaku,bərpərilaku,ber.pe.ri.la.ku,bər.pə.ri.la.ku
berperingkat,bərpəriŋkat,ber.pe.ring.kat,bər.pə.riŋ.kat
berperisai,bərpərisai,ber.pe.ri.sai,bər.pə.ri.sai
berperistiwa,bərpəristiwa,ber.pe.ris.ti.wa,bər.pə.ris.ti.wa
berperut,bərpərut,ber.pe.rut,bər.pə.rut
berpesan,bərpəsan,ber.pe.san,bər.pə.san
berpesiar,bərpəsiar,ber.pe.si.ar,bər.pə.si.ar
berpesta,bərpesta,ber.pes.ta,bər.pes.ta
berpetak,bərpetaʔ,ber.pe.tak,bər.pe.taʔ
berpetam,bərpətam,ber.pe.tam,bər.pə.tam
berpeti,bərpəti,ber.pe.ti,bər.pə.ti
berpidato,bərpidato,ber.pi.da.to,bər.pi.da.to
berpihak,bərpihaʔ,ber.pi.hak,bər.pi.haʔ
berpijak,bərpidʒaʔ,ber.pi.jak,bər.pi.dʒaʔ
berpikiran,bərpikiran,ber.pi.kir.an,bər.pi.kir.an
berpikir,bərpikir,ber.pi.kir,bər.pi.kir
berpilin,bərpilin,ber.pi.lin,bər.pi.lin
berpindah,bərpindah,ber.pin.dah,bər.pin.dah
berpinggir,bərpiŋgir,ber.ping.gir,bər.piŋ.gir
berpintu,bərpintu,ber.pin.tu,bər.pin.tu
berpisah,bərpisah,ber.pi.sah,bər.pi.sah
berpiutang,bərpiutaŋ,ber.pi.u.tang,bər.pi.u.taŋ
berpohon,bərpohon,ber.po.hon,bər.po.hon
berpokok,bərpokoʔ,ber.po.kok,bər.po.koʔ
berpoligami,bərpoligami,ber.po.li.ga.mi,bər.po.li.ga.mi
berpolitik,bərpolitiʔ,ber.po.li.tik,bər.po.li.tiʔ
berpotensi,bərpotensi,ber.po.ten.si,bər.po.ten.si
berpotongan,bərpotoŋan,ber.po.tong.an,bər.po.toŋ.an
berpotong,bərpotoŋ,ber.po.tong,bər.po.toŋ
berprasangka,bərprasaŋka,ber.pra.sang.ka,bər.pra.saŋ.ka
berprestasi,bərprestasi,ber.pres.ta.si,bər.pres.ta.si
berpribadi,bərpribadi,ber.pri.ba.di,bər.pri.ba.di
berproduksi,bərproduʔsi,ber.pro.duk.si,bər.pro.duʔ.si
berpuasa,bərpuasa,ber.pu.a.sa,bər.pu.a.sa
berpuas,bərpuas,ber.pu.as,bər.pu.as
berpulang,bərpulaŋ,ber.pu.lang,bər.pu.laŋ
berpuluh,bərpuluh,ber.pu.luh,bər.pu.luh
berpusat,bərpusat,ber.pu.sat,bər.pu.sat
berpusing,bərpusiŋ,ber.pu.sing,bər.pu.siŋ
berputar,bərputar,ber.pu.tar,bər.pu.tar
berputih,bərputih,ber.pu.tih,bər.pu.tih
bersabar,bərsabar,ber.sa.bar,bər.sa.bar
bersabda,bərsabda,ber.sab.da,bər.sab.da
bersahabat,bərsahabat,ber.sa.ha.bat,bər.sa.ha.bat
bersahaja,bərsahadʒa,ber.sa.ha.ja,bər.sa.ha.dʒa
bersahutan,bərsahutan,ber.sa.hut.an,bər.sa.hut.an
bersahut,bərsahut,ber.sa.hut,bər.sa.hut
bersaing,bərsaiŋ,ber.sa.ing,bər.sa.iŋ
bersajak,bərsadʒaʔ,ber.sa.jak,bər.sa.dʒaʔ
bersaksi,bərsaʔsi,ber.sak.si,bər.saʔ.si
bersalah,bərsalah,ber.sa.lah,bər.sa.lah
bersalaman,bərsalaman,ber.sa.lam.an,bər.sa.lam.an
bersalam,bərsalam,ber.sa.lam,bər.sa.lam
bersalin,bərsalin,ber.sa.lin,bər.sa.lin
bersalju,bərsaldʒu,ber.sal.ju,bər.sal.dʒu
bersalut,bərsalut,ber.sa.lut,bər.sa.lut
bersamaan,bərsamaʔan,ber.sa.ma.an,bər.sa.ma.ʔan
bersama,bərsama,ber.sa.ma,bər.sa.ma
bersambat,bərsambat,ber.sam.bat,bər.sam.bat
bersambungan,bərsambuŋan,ber.sam.bung.an,bər.sam.buŋ.an
bersambung,bərsambuŋ,ber.sam.bung,bər.sam.buŋ
bersambut,bərsambut,ber.sam.but,bər.sam.but
bersampan,bərsampan,ber.sam.pan,bər.sam.pan
bersandaran,bərsandaran,ber.san.dar.an,bər.san.dar.an
bersandar,bərsandar,ber.san.dar,bər.san.dar
bersandarkan,bərsandarkan,ber.san.dar.kan,bər.san.dar.kan
bersanggama,bərsaŋgama,ber.sang.ga.ma,bər.saŋ.ga.ma
bersanggul,bərsaŋgul,ber.sang.gul,bər.saŋ.gul
bersangka,bərsaŋka,ber.sang.ka,bər.saŋ.ka
bersangkutan,bərsaŋkutan,ber.sang.kut.an,bər.saŋ.kut.an
bersangkut,bərsaŋkut,ber.sang.kut,bər.saŋ.kut
bersantai,bərsantai,ber.san.tai,bər.san.tai
bersara,bərsara,ber.sa.ra,bər.sa.ra
bersarang,bərsaraŋ,ber.sa.rang,bər.sa.raŋ
bersari,bərsari,ber.sa.ri,bər.sa.ri
bersastra,bərsastra,ber.sas.tra,bər.sas.tra
bersat,bərsat,ber.sat,bər.sat
bersatu,bərsatu,ber.sa.tu,bər.sa.tu
bersaudara,bərsaudara,ber.sau.da.ra,bər.sau.da.ra
bersayap,bərsajap,ber.sa.yap,bər.sa.jap
bersebab,bərsəbab,ber.se.bab,bər.sə.bab
bersebadan,bərsəbadan,ber.se.ba.dan,bər.sə.ba.dan
bersebaran,bərsəbaran,ber.se.bar.an,bər.sə.bar.an
bersebelahan,bərsəbəlahan,ber.se.be.lah.an,bər.sə.bə.lah.an
berseberangan,bərsəbəraŋan,ber.se.be.rang.an,bər.sə.bə.raŋ.an
bersecepat,bərsətʃəpat,ber.se.ce.pat,bər.sə.tʃə.pat
bersedan,bərsedan,ber.se.dan,bər.se.dan
bersedekah,bərsədəkah,ber.se.de.kah,bər.sə.də.kah
bersedekap,bərsədəkap,ber.se.de.kap,bər.sə.də.kap
bersedia,bərsədia,ber.se.di.a,bər.sə.di.a
bersedih,bərsədih,ber.se.dih,bər.sə.dih
bersedu,bərsədu,ber.se.du,bər.sə.du
bersegeh,bərsegeh,ber.se.geh,bər.se.geh
bersegel,bərsegəl,ber.se.gel,bər.se.gəl
bersegera,bərsəgəra,ber.se.ge.ra,bər.sə.gə.ra
bersegi,bərsəgi,ber.se.gi,bər.sə.gi
bersejarah,bərsədʒarah,ber.se.ja.rah,bər.sə.dʒa.rah
bersejuk,bərsədʒuʔ,ber.se.juk,bər.sə.dʒuʔ
bersekat,bərsəkat,ber.se.kat,bər.sə.kat
bersekedudukan,bərsəkədudukan,ber.se.ke.du.duk.an,bər.sə.kə.du.duk.an
bersekolah,bərsəkolah,ber.se.ko.lah,bər.sə.ko.lah
bersekongkol,bərsəkoŋkol,ber.se.kong.kol,bər.sə.koŋ.kol
bersekutu,bərsəkutu,ber.se.ku.tu,bər.sə.ku.tu
bersela,bərsəla,ber.se.la,bər.sə.la
berselaju,bərsəladʒu,ber.se.la.ju,bər.sə.la.dʒu
berselamatan,bərsəlamatan,ber.se.la.mat.an,bər.sə.la.mat.an
berselam,bərsəlam,ber.se.lam,bər.sə.lam
berselancar,bərsəlantʃar,ber.se.lan.car,bər.sə.lan.tʃar
berselang,bərsəlaŋ,ber.se.lang,bər.sə.laŋ
berselaput,bərsəlaput,ber.se.la.put,bər.sə.la.put
berselawat,bərsəlawat,ber.se.la.wat,bər.sə.la.wat
bersel,bərsel,ber.sel,bər.sel
berselekeh,bərsəlekeh,ber.se.le.keh,bər.sə.le.keh
berselekoh,bərsəlekoh,ber.se.le.koh,bər.sə.le.koh
berseleleran,bərsəleleran,ber.se.le.ler.an,bər.sə.le.ler.an
berselempang,bərsəlempaŋ,ber.se.lem.pang,bər.sə.lem.paŋ
berselendang,bərsəlendaŋ,ber.se.len.dang,bər.sə.len.daŋ
berselepat,bərsələpat,ber.se.le.pat,bər.sə.lə.pat
berselera,bərsəlera,ber.se.le.ra,bər.sə.le.ra
berselerak,bərsəleraʔ,ber.se.le.rak,bər.sə.le.raʔ
berselesa,bərsəlesa,ber.se.le.sa,bər.sə.le.sa
berselibut,bərsəlibut,ber.se.li.but,bər.sə.li.but
berselimut,bərsəlimut,ber.se.li.mut,bər.sə.li.mut
berselimutkan,bərsəlimutkan,ber.se.li.mut.kan,bər.sə.li.mut.kan
berselindung,bərsəlinduŋ,ber.se.lin.dung,bər.sə.lin.duŋ
berseling,bərsəliŋ,ber.se.ling,bər.sə.liŋ
berselingkuh,bərsəliŋkuh,ber.se.ling.kuh,bər.sə.liŋ.kuh
berselirak,bərsəliraʔ,ber.se.li.rak,bər.sə.li.raʔ
berselirat,bərsəlirat,ber.se.li.rat,bər.sə.li.rat
berselisih,bərsəlisih,ber.se.li.sih,bər.sə.li.sih
berselit,bərsəlit,ber.se.lit,bər.sə.lit
berseliweran,bərsəliwəran,ber.se.li.wer.an,bər.sə.li.wər.an
berseloka,bərsəloka,ber.se.lo.ka,bər.sə.lo.ka
berselonjor,bərsəlondʒor,ber.se.lon.jor,bər.sə.lon.dʒor
berseloroh,bərsəloroh,ber.se.lo.roh,bər.sə.lo.roh
berseluar,bərsəluar,ber.se.lu.ar,bər.sə.lu.ar
berselubung,bərsəlubuŋ,ber.se.lu.bung,bər.sə.lu.buŋ
berseluk,bərsəluʔ,ber.se.luk,bər.sə.luʔ
berselumu,bərsəlumu,ber.se.lu.mu,bər.sə.lu.mu
bersemadi,bərsəmadi,ber.se.ma.di,bər.sə.ma.di
bersemak,bərsəmaʔ,ber.se.mak,bər.sə.maʔ
bersemangat,bərsəmaŋat,ber.se.ma.ngat,bər.sə.ma.ŋat
bersemarak,bərsəmaraʔ,ber.se.ma.rak,bər.sə.ma.raʔ
bersemayam,bərsəmajam,ber.se.ma.yam,bər.sə.ma.jam
bersembah,bərsəmbah,ber.sem.bah,bər.səm.bah
bersembahyang,bərsəmbahjaŋ,ber.sem.bah.yang,bər.səm.bah.jaŋ
bersembayan,bərsəmbajan,ber.sem.ba.yan,bər.səm.ba.jan
bersembilan,bərsəmbilan,ber.sem.bi.lan,bər.səm.bi.lan
bersemboyan,bərsəmbojan,ber.sem.bo.yan,bər.səm.bo.jan
bersembunyi,bərsəmbuɲi,ber.sem.bu.nyi,bər.səm.bu.ɲi
bersemburan,bərsəmburan,ber.sem.bur.an,bər.səm.bur.an
bersemburit,bərsəmburit,ber.sem.bu.rit,bər.səm.bu.rit
bersemen,bərsəmen,ber.se.men,bər.sə.men
bersemenda,bərsəmənda,ber.se.men.da,bər.sə.mən.da
bersemi,bərsəmi,ber.se.mi,bər.sə.mi
bersempadan,bərsəmpadan,ber.sem.pa.dan,bər.səm.pa.dan
bersempadankan,bərsəmpadankan,ber.sem.pa.dan.kan,bər.səm.pa.dan.kan
bersempang,bərsempaŋ,ber.sem.pang,bər.sem.paŋ
bersemuka,bərsəmuka,ber.se.mu.ka,bər.sə.mu.ka
bersenam,bərsənam,ber.se.nam,bər.sə.nam
bersenandung,bərsənanduŋ,ber.se.nan.dung,bər.sə.nan.duŋ
bersenang,bərsənaŋ,ber.se.nang,bər.sə.naŋ
bersenapan,bərsənapan,ber.se.na.pan,bər.sə.na.pan
bersenda,bərsənda,ber.sen.da,bər.sən.da
bersendar,bərsəndar,ber.sen.dar,bər.sən.dar
bersendel,bərsendel,ber.sen.del,bər.sen.del
bersendengan,bərsendeŋan,ber.sen.deng.an,bər.sen.deŋ.an
bersendeng,bərsendeŋ,ber.sen.deng,bər.sen.deŋ
bersendi,bərsəndi,ber.sen.di,bər.sən.di
bersendikan,bərsəndikan,ber.sen.di.kan,bər.sən.di.kan
bersendirian,bərsəndirian,ber.sen.di.ri.an,bər.sən.di.ri.an
bersendiri,bərsəndiri,ber.sen.di.ri,bər.sən.di.ri
bersengat,bərsəŋat,ber.se.ngat,bər.sə.ŋat
bersenggang,bərsəŋgaŋ,ber.seng.gang,bər.səŋ.gaŋ
bersenggayut,bərsəŋgajut,ber.seng.ga.yut,bər.səŋ.ga.jut
bersenggolan,bərseŋgolan,ber.seng.gol.an,bər.seŋ.gol.an
bersenggulung,bərsəŋguluŋ,ber.seng.gu.lung,bər.səŋ.gu.luŋ
bersengkang,bərseŋkaŋ,ber.seng.kang,bər.seŋ.kaŋ
bersengkarut,bərsəŋkarut,ber.seng.ka.rut,bər.səŋ.ka.rut
bersengkela,bərsəŋkəla,ber.seng.ke.la,bər.səŋ.kə.la
bersengkeling,bərsəŋkəliŋ,ber.seng.ke.ling,bər.səŋ.kə.liŋ
bersengkelit,bərsəŋkəlit,ber.seng.ke.lit,bər.səŋ.kə.lit
bersengketa,bərsəŋketa,ber.seng.ke.ta,bər.səŋ.ke.ta
berseni,bərsəni,ber.se.ni,bər.sə.ni
bersenjata,bərsəndʒata,ber.sen.ja.ta,bər.sən.dʒa.ta
bersenjatakan,bərsəndʒatakan,ber.sen.ja.ta.kan,bər.sən.dʒa.ta.kan
bersentosa,bərsəntosa,ber.sen.to.sa,bər.sən.to.sa
bersentuhan,bərsəntuhan,ber.sen.tuh.an,bər.sən.tuh.an
bersentuh,bərsəntuh,ber.sen.tuh,bər.sən.tuh
bersenyawa,bərsəɲawa,ber.se.nya.wa,bər.sə.ɲa.wa
bersenyum,bərsəɲum,ber.se.nyum,bər.sə.ɲum
bersepah,bərsepah,ber.se.pah,bər.se.pah
bersepah,bərsəpah,ber.se.pah,bər.sə.pah
bersepaian,bərsəpaian,ber.se.pai.an,bər.sə.pai.an
bersepai,bərsəpai,ber.se.pai,bər.sə.pai
bersepakat,bərsəpakat,ber.se.pa.kat,bər.sə.pa.kat
bersepan,bərsəpan,ber.se.pan,bər.sə.pan
bersepatu,bərsəpatu,ber.se.pa.tu,bər.sə.pa.tu
bersep,bərsep,ber.sep,bər.sep
bersepeda,bərsəpeda,ber.se.pe.da,bər.sə.pe.da
bersepi,bərsəpi,ber.se.pi,bər.sə.pi
bersepuh,bərsəpuh,ber.se.puh,bər.sə.puh
berserabut,bərsərabut,ber.se.ra.but,bər.sə.ra.but
berseragam,bərsəragam,ber.se.ra.gam,bər.sə.ra.gam
berserah,bərsərah,ber.se.rah,bər.sə.rah
berserakan,bərserakan,ber.se.rak.an,bər.se.rak.an
berserak,bərseraʔ,ber.se.rak,bər.se.raʔ
berserak,bərsəraʔ,ber.se.rak,bər.sə.raʔ
berserama,bərsərama,ber.se.ra.ma,bər.sə.ra.ma
berseran,bərseran,ber.se.ran,bər.se.ran
berserang,bərsəraŋ,ber.se.rang,bər.sə.raŋ
berseranggung,bərsəraŋguŋ,ber.se.rang.gung,bər.sə.raŋ.guŋ
berserat,bərsərat,ber.se.rat,bər.sə.rat
berserban,bərsərban,ber.ser.ban,bər.sər.ban
berseregang,bərsərəgaŋ,ber.se.re.gang,bər.sə.rə.gaŋ
berserenjang,bərsərəndʒaŋ,ber.se.ren.jang,bər.sə.rən.dʒaŋ
berseri,bərseri,ber.se.ri,bər.se.ri
berseri,bərsəri,ber.se.ri,bər.sə.ri
berserikat,bərsərikat,ber.se.ri.kat,bər.sə.ri.kat
berserobok,bərsəroboʔ,ber.se.ro.bok,bər.sə.ro.boʔ
berserudi,bərsərudi,ber.se.ru.di,bər.sə.ru.di
berserunda,bərsərunda,ber.se.run.da,bər.sə.run.da
bersesah,bərsəsah,ber.se.sah,bər.sə.sah
bersesak,bərsəsaʔ,ber.se.sak,bər.sə.saʔ
bersesalan,bərsəsalan,ber.se.sal.an,bər.sə.sal.an
bersesal,bərsəsal,ber.se.sal,bər.sə.sal
bersesat,bərsəsat,ber.se.sat,bər.sə.sat
bersesuaian,bərsəsuaian,ber.se.su.ai.an,bər.sə.su.ai.an
berseteru,bərsətəru,ber.se.te.ru,bər.sə.tə.ru
bersetia,bərsətia,ber.se.ti.a,bər.sə.ti.a
bersetrika,bərsətrika,ber.set.ri.ka,bər.sət.ri.ka
bersetrip,bərsətrip,ber.set.rip,bər.sət.rip
bersetubuh,bərsətubuh,ber.se.tu.buh,bər.sə.tu.buh
bersetuju,bərsətudʒu,ber.se.tu.ju,bər.sə.tu.dʒu
bersewaka,bərsewaka,ber.se.wa.ka,bər.se.wa.ka
bersiap,bərsiap,ber.si.ap,bər.si.ap
bersiar,bərsiar,ber.si.ar,bər.si.ar
bersibunuh,bərsibunuh,ber.si.bu.nuh,bər.si.bu.nuh
bersicakar,bərsitʃakar,ber.si.ca.kar,bər.si.tʃa.kar
bersicengang,bərsitʃəŋaŋ,ber.si.ce.ngang,bər.si.tʃə.ŋaŋ
bersicepat,bərsitʃəpat,ber.si.ce.pat,bər.si.tʃə.pat
bersidahulu,bərsidahulu,ber.si.da.hu.lu,bər.si.da.hu.lu
bersidang,bərsidaŋ,ber.si.dang,bər.si.daŋ
bersifat,bərsifat,ber.si.fat,bər.si.fat
bersih,bərsih,ber.sih,bər.sih
bersikap,bərsikap,ber.si.kap,bər.si.kap
bersikeras,bərsikəras,ber.si.ke.ras,bər.si.kə.ras
bersilang,bərsilaŋ,ber.si.lang,bər.si.laŋ
bersilat,bərsilat,ber.si.lat,bər.si.lat
bersil,bərsil,ber.sil,bər.sil
bersilih,bərsilih,ber.si.lih,bər.si.lih
